"Distribution x_1","Distribution x_2","DGP","Model","Effect Size Scenario","Transition","Model Type","Coefficient (true)","Coefficient (mean)","Coefficient (lower)","Coefficient (upper)","Bias (mean)","Bias (lower)","Bias (upper)","Coverage (mean)","Coverage (lower)","Coverage (upper)"
"N(0,1)","Bernoulli(0.5)","STSS DGP","STSS PAM",NA,"Progression","$x_1$-only Model",1,0.675180066666667,0.4232475,0.908815,-0.0914866,-0.2275525,0.0372575,0.433333333333333,0.408074331701815,0.458853860247167
"N(0,1)","Bernoulli(0.5)","STSS DGP","STSS PAM",NA,"Progression","Full Model",1,0.764897533333333,0.4377425,1.0629975,-0.00176913333333335,-0.08162,0.0853624999999999,0.950666666666667,0.938459790982175,0.961067242535929
"N(0,1)","Bernoulli(0.5)","STSS DGP","STSS PAM",NA,"Progression Interaction","$x_1$-only Model",0,-0.0398886,-0.1426825,0.0621349999999998,-0.0398886,-0.1426825,0.0621349999999998,0.842,0.822542181794006,0.860108012074526
"N(0,1)","Bernoulli(0.5)","STSS DGP","STSS PAM",NA,"Progression Interaction","Full Model",0,-0.00208893333333333,-0.09852,0.095305,-0.00208893333333333,-0.09852,0.095305,0.948,0.935523742995106,0.958682293207839
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Large","Onset","$x_1$-only Model",0.6,0.5417484,0.49337,0.59604,-0.0582516,-0.10663,-0.00396000000000004,0.344,0.302390900451294,0.387466520395941
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Large","Onset","Full Model",0.6,0.5996498,0.5497825,0.64673,-0.00035019999999998,-0.0502175,0.04673,0.956,0.934138999676405,0.972223232714428
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Large","Progression","$x_1$-only Model",0.6,0.486879,0.40338,0.5703075,-0.113121,-0.19662,-0.0296925,0.26,0.222068881888798,0.300795778543143
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Large","Progression","Full Model",0.6,0.6007102,0.5116175,0.6908175,0.000710200000000022,-0.0883825,0.0908175,0.942,0.917761779106165,0.960816131202812
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Large","Progression Interaction","$x_1$-only Model",0,-0.0548688,-0.15114,0.0400549999999999,-0.0548688,-0.15114,0.0400549999999999,0.796,0.757973822209821,0.830483031435188
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Large","Progression Interaction","Full Model",0,0.001065,-0.0986575,0.098215,0.001065,-0.0986575,0.098215,0.95,0.927072378349521,0.96738481985067
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Medium","Onset","$x_1$-only Model",0.4,0.3835788,0.33207,0.439735,-0.0164212,-0.06793,0.039735,0.884,0.852634261875208,0.910728044746141
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Medium","Onset","Full Model",0.4,0.400398,0.354795,0.4477525,0.000397999999999979,-0.045205,0.0477525,0.968,0.948553231708354,0.98160081467636
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Medium","Progression","$x_1$-only Model",0.4,0.3561022,0.2847025,0.422735,-0.0438978,-0.1152975,0.0227349999999999,0.748,0.707545934467446,0.785492933242129
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Medium","Progression","Full Model",0.4,0.4010504,0.3376025,0.4689525,0.00105039999999998,-0.0623975,0.0689524999999999,0.956,0.934138999676405,0.972223232714428
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Medium","Progression Interaction","$x_1$-only Model",0,-0.0274772,-0.1197775,0.0567075,-0.0274772,-0.1197775,0.0567075,0.882,0.850439603684273,0.908948322827213
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Medium","Progression Interaction","Full Model",0,0.000647,-0.082605,0.0861575,0.000647,-0.082605,0.0861575,0.954,0.931774572118762,0.970619824607597
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Small","Onset","$x_1$-only Model",0.2,0.1969868,0.1438475,0.2481075,-0.00301320000000001,-0.0561525,0.0481074999999999,0.924,0.897174417885006,0.945659218756088
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Small","Onset","Full Model",0.2,0.1984728,0.1530475,0.244005,-0.00152720000000001,-0.0469525,0.044005,0.956,0.934138999676405,0.972223232714428
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Small","Progression","$x_1$-only Model",0.2,0.196747,0.1287475,0.264925,-0.00325300000000001,-0.0712525,0.064925,0.952,0.92941920374267,0.969006831206495
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Small","Progression","Full Model",0.2,0.201859,0.1402475,0.26702,0.00185899999999999,-0.0597525,0.06702,0.97,0.951001774291181,0.983114015796127
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Small","Progression Interaction","$x_1$-only Model",0,-0.0002404,-0.0873675,0.08761,-0.0002404,-0.0873675,0.08761,0.94,0.9154514462924,0.959155818237223
"N(0,1)","N(0,1)","MTS DGP","MTS PAM","Small","Progression Interaction","Full Model",0,0.0033886,-0.07382,0.0912999999999998,0.0033886,-0.07382,0.0912999999999998,0.96,0.938897390611755,0.975398687914455
"N(0,1)","N(0,1)","MTS DGP","MTS PAM",NA,"Onset","$x_1$-only Model",1,0.634442333333333,0.4265425,0.809305,-0.132224333333333,-0.2681525,0.000652500000000025,0.231333333333333,0.210202844590001,0.253520913022585
"N(0,1)","N(0,1)","MTS DGP","MTS PAM",NA,"Onset","Full Model",1,0.7667526,0.4632,1.038405,8.59333333333184e-05,-0.0528525,0.0522049999999999,0.951333333333333,0.939195139439147,0.961662119030306
"N(0,1)","N(0,1)","MTS DGP","MTS PAM",NA,"Progression","$x_1$-only Model",1,0.504435266666667,0.369595,0.63115,-0.2622314,-0.4881,-0.0353175000000002,0.116666666666667,0.100850210222969,0.134000771704245
"N(0,1)","N(0,1)","MTS DGP","MTS PAM",NA,"Progression","Full Model",1,0.762889866666667,0.453135,1.063105,-0.00377680000000002,-0.0831725,0.0757525,0.95,0.937724987127211,0.960471811370594
"N(0,1)","N(0,1)","MTS DGP","MTS PAM",NA,"Progression Interaction","$x_1$-only Model",0,-0.1300064,-0.27477,0.0181624999999999,-0.1300064,-0.27477,0.0181624999999999,0.309333333333333,0.286001159627327,0.333414388516165
"N(0,1)","N(0,1)","MTS DGP","MTS PAM",NA,"Progression Interaction","Full Model",0,-0.00386253333333333,-0.09541,0.087105,-0.00386253333333333,-0.09541,0.087105,0.952,0.939931043021649,0.96225642998953
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Large","Onset","$x_1$-only Model",0.6,0.5377356,0.489895,0.58694,-0.0622644,-0.110105,-0.01306,0.284,0.244851925382384,0.325723999714724
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Large","Onset","Full Model",0.6,0.600175,0.5451,0.649835,0.000175000000000025,-0.0548999999999999,0.049835,0.938,0.913147402520899,0.957488938703615
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Large","Progression","$x_1$-only Model",0.6,0.4813856,0.3951025,0.5642125,-0.1186144,-0.2048975,-0.0357875,0.202,0.167657871250491,0.239909672819649
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Large","Progression","Full Model",0.6,0.5994604,0.5152425,0.6831525,-0.000539599999999978,-0.0847575,0.0831525000000001,0.956,0.934138999676405,0.972223232714428
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Large","Progression Interaction","$x_1$-only Model",0,-0.0563488,-0.1496725,0.03831,-0.0563488,-0.1496725,0.03831,0.802,0.76432736469299,0.836056252427579
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Large","Progression Interaction","Full Model",0,-0.0007138,-0.1063575,0.10114,-0.0007138,-0.1063575,0.10114,0.928,0.901712562663143,0.949065666874867
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Medium","Onset","$x_1$-only Model",0.4,0.3804366,0.3337125,0.427405,-0.0195634,-0.0662875,0.027405,0.884,0.852634261875208,0.910728044746141
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Medium","Onset","Full Model",0.4,0.399941,0.3504425,0.4489525,-5.90000000000229e-05,-0.0495575,0.0489525,0.954,0.931774572118762,0.970619824607597
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Medium","Progression","$x_1$-only Model",0.4,0.356449,0.281005,0.4236725,-0.043551,-0.118995,0.0236725,0.778,0.738983188306295,0.813692654013584
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Medium","Progression","Full Model",0.4,0.4008154,0.3335425,0.46791,0.000815399999999979,-0.0664575,0.06791,0.958,0.936513059467081,0.973816423223853
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Medium","Progression Interaction","$x_1$-only Model",0,-0.0239914,-0.1088875,0.0560424999999999,-0.0239914,-0.1088875,0.0560424999999999,0.916,0.888151698754588,0.938790941391652
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Medium","Progression Interaction","Full Model",0,0.0008774,-0.091135,0.0901825,0.0008774,-0.091135,0.0901825,0.932,0.906270353192629,0.952451753367345
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Small","Onset","$x_1$-only Model",0.2,0.1972334,0.1533475,0.2492675,-0.00276660000000001,-0.0466525,0.0492675,0.952,0.92941920374267,0.969006831206495
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Small","Onset","Full Model",0.2,0.1998068,0.14747,0.25007,-0.000193200000000011,-0.05253,0.0500699999999999,0.938,0.913147402520899,0.957488938703615
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Small","Progression","$x_1$-only Model",0.2,0.1951434,0.1259325,0.2693925,-0.00485660000000001,-0.0740675,0.0693925,0.934,0.908557101389134,0.954136642889412
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Small","Progression","Full Model",0.2,0.2012594,0.12358,0.27256,0.00125939999999999,-0.07642,0.0725599999999998,0.934,0.908557101389134,0.954136642889412
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Small","Progression Interaction","$x_1$-only Model",0,-0.0020928,-0.0821075,0.0843825,-0.0020928,-0.0821075,0.0843825,0.952,0.92941920374267,0.969006831206495
"N(0,1)","N(0,1)","MTS DGP","STSS PAM","Small","Progression Interaction","Full Model",0,0.0014548,-0.085815,0.0952949999999999,0.0014548,-0.085815,0.0952949999999999,0.932,0.906270353192629,0.952451753367345
"N(0,1)","N(0,1)","MTS DGP","STSS PAM",NA,"Onset","$x_1$-only Model",1,0.634349866666667,0.4259425,0.806405,-0.1323168,-0.2636,0.000252499999999959,0.226,0.205054148307247,0.248024104045783
"N(0,1)","N(0,1)","MTS DGP","STSS PAM",NA,"Onset","Full Model",1,0.767306266666667,0.463995,1.0426525,0.000639599999999985,-0.046805,0.0542299999999998,0.955333333333333,0.943619282333513,0.965219094106409
"N(0,1)","N(0,1)","MTS DGP","STSS PAM",NA,"Progression","$x_1$-only Model",1,0.498457266666667,0.3671,0.618105,-0.2682094,-0.49671,-0.0312075000000002,0.112,0.0964787167691946,0.129058119175208
"N(0,1)","N(0,1)","MTS DGP","STSS PAM",NA,"Progression","Full Model",1,0.761484466666667,0.444995,1.064105,-0.00518220000000001,-0.0830524999999999,0.0788674999999999,0.949333333333333,0.936990717693949,0.959875836039791
"N(0,1)","N(0,1)","MTS DGP","STSS PAM",NA,"Progression Interaction","$x_1$-only Model",0,-0.1358936,-0.278105,0.0191575,-0.1358936,-0.278105,0.0191575,0.279333333333333,0.256744677294545,0.302789179150184
"N(0,1)","N(0,1)","MTS DGP","STSS PAM",NA,"Progression Interaction","Full Model",0,-0.00582006666666667,-0.103905,0.0913349999999998,-0.00582006666666667,-0.103905,0.0913349999999998,0.938666666666667,0.92530790088617,0.950273628603373
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Large","Onset","$x_1$-only Model",0.6,0.536612,0.488995,0.5905575,-0.063388,-0.111005,-0.00944249999999996,0.29,0.250569573049774,0.331934308481464
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Large","Onset","Full Model",0.6,0.5994628,0.553175,0.646705,-0.000537199999999978,-0.046825,0.046705,0.964,0.943699823798209,0.978527143413907
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Large","Progression","$x_1$-only Model",0.6,0.5385306,0.420095,0.662155,-0.0614694,-0.179905,0.062155,0.776,0.736879316756679,0.811820797499286
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Large","Progression","Full Model",0.6,0.6448862,0.513885,0.7554625,0.0448862,-0.086115,0.1554625,0.868,0.83514568815577,0.896420181029309
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Large","Progression Interaction","$x_1$-only Model",0,0.0019196,-0.13821,0.134725,0.0019196,-0.13821,0.134725,0.922,0.894912273569934,0.94394882622444
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Large","Progression Interaction","Full Model",0,0.0454222,-0.102325,0.175625,0.0454222,-0.102325,0.175625,0.872,0.839503609048341,0.900011649632411
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Medium","Onset","$x_1$-only Model",0.4,0.3818556,0.33348,0.430455,-0.0181444,-0.06652,0.0304549999999999,0.89,0.859234155226856,0.916050944593145
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Medium","Onset","Full Model",0.4,0.3987202,0.3464375,0.4488575,-0.00127980000000002,-0.0535625,0.0488575,0.942,0.917761779106165,0.960816131202812
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Medium","Progression","$x_1$-only Model",0.4,0.392361,0.27923,0.48982,-0.00763900000000002,-0.12077,0.08982,0.912,0.883664829336834,0.935331542458942
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Medium","Progression","Full Model",0.4,0.4317744,0.319185,0.5345,0.0317744,-0.080815,0.1345,0.834,0.798432187973118,0.865558248852999
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Medium","Progression Interaction","$x_1$-only Model",0,0.010506,-0.10775,0.1222375,0.010506,-0.10775,0.1222375,0.908,0.879192967389257,0.931856695843346
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Medium","Progression Interaction","Full Model",0,0.0330548,-0.08682,0.1512575,0.0330548,-0.08682,0.1512575,0.896,0.865859251577519,0.921348064725366
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Small","Onset","$x_1$-only Model",0.2,0.1966368,0.14608,0.24773,-0.00336320000000001,-0.05392,0.04773,0.94,0.9154514462924,0.959155818237223
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Small","Onset","Full Model",0.2,0.1989616,0.14719,0.25001,-0.00103840000000001,-0.05281,0.05001,0.942,0.917761779106165,0.960816131202812
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Small","Progression","$x_1$-only Model",0.2,0.2076646,0.09787,0.3141575,0.00766459999999999,-0.10213,0.1141575,0.916,0.888151698754588,0.938790941391652
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Small","Progression","Full Model",0.2,0.2136858,0.1024575,0.3204725,0.0136858,-0.0975425,0.1204725,0.922,0.894912273569934,0.94394882622444
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Small","Progression Interaction","$x_1$-only Model",0,0.0110308,-0.1067925,0.1253575,0.0110308,-0.1067925,0.1253575,0.924,0.897174417885006,0.945659218756088
"N(0,1)","N(0,1)","STSS DGP","MTS PAM","Small","Progression Interaction","Full Model",0,0.0147238,-0.099525,0.124,0.0147238,-0.099525,0.124,0.944,0.92007869939564,0.962469555524978
"N(0,1)","N(0,1)","STSS DGP","MTS PAM",NA,"Onset","$x_1$-only Model",1,0.633061133333333,0.429295,0.808805,-0.133605533333333,-0.268605,-0.000900000000000012,0.234,0.21277899858603,0.256267517029539
"N(0,1)","N(0,1)","STSS DGP","MTS PAM",NA,"Onset","Full Model",1,0.760601266666667,0.4649,1.028315,-0.00606540000000002,-0.0560525,0.0456,0.943333333333333,0.930404813357736,0.954489146073794
"N(0,1)","N(0,1)","STSS DGP","MTS PAM",NA,"Progression","$x_1$-only Model",1,0.568886,0.39578,0.72471,-0.197780666666667,-0.4270575,0.0295749999999996,0.286,0.263235639088004,0.309605239170408
"N(0,1)","N(0,1)","STSS DGP","MTS PAM",NA,"Progression","Full Model",1,0.826880133333333,0.46278,1.1644725,0.0602134666666667,-0.0456,0.17181,0.720666666666667,0.697210820849816,0.743255322705455
"N(0,1)","N(0,1)","STSS DGP","MTS PAM",NA,"Progression Interaction","$x_1$-only Model",0,-0.0641754666666667,-0.2080525,0.0780199999999999,-0.0641754666666667,-0.2080525,0.0780199999999999,0.664666666666667,0.640137266906793,0.688549552334839
"N(0,1)","N(0,1)","STSS DGP","MTS PAM",NA,"Progression Interaction","Full Model",0,0.0662798666666667,-0.0511725,0.1897575,0.0662798666666667,-0.0511725,0.1897575,0.745333333333333,0.722485345772201,0.767216654646291
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Large","Onset","$x_1$-only Model",0.6,0.5386914,0.4860325,0.587045,-0.0613086,-0.1139675,-0.0129550000000001,0.324,0.283124416717629,0.366972078601817
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Large","Onset","Full Model",0.6,0.600058,0.5519,0.64843,5.80000000000218e-05,-0.0481,0.04843,0.962,0.941292709536771,0.976969229193752
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Large","Progression","$x_1$-only Model",0.6,0.5044856,0.38879,0.6085525,-0.0955144,-0.21121,0.00855250000000005,0.61,0.565699562262906,0.652991740031252
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Large","Progression","Full Model",0.6,0.5980254,0.477685,0.7277575,-0.00197459999999998,-0.122315,0.1277575,0.928,0.901712562663143,0.949065666874867
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Large","Progression Interaction","$x_1$-only Model",0,-0.0342034,-0.1590725,0.085505,-0.0342034,-0.1590725,0.085505,0.918,0.890401056889037,0.940514536264412
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Large","Progression Interaction","Full Model",0,-0.0020306,-0.1336525,0.12413,-0.0020306,-0.1336525,0.12413,0.948,0.924733628969378,0.965754301917232
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Medium","Onset","$x_1$-only Model",0.4,0.3809288,0.3264775,0.43331,-0.0190712,-0.0735225,0.03331,0.884,0.852634261875208,0.910728044746141
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Medium","Onset","Full Model",0.4,0.4012718,0.3530325,0.45104,0.00127179999999998,-0.0469675,0.0510399999999999,0.952,0.92941920374267,0.969006831206495
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Medium","Progression","$x_1$-only Model",0.4,0.3647862,0.2763475,0.457545,-0.0352138,-0.1236525,0.0575449999999999,0.9,0.870290914337797,0.924864184933574
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Medium","Progression","Full Model",0.4,0.4019698,0.3000775,0.5028675,0.00196979999999998,-0.0999225,0.1028675,0.932,0.906270353192629,0.952451753367345
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Medium","Progression Interaction","$x_1$-only Model",0,-0.0161442,-0.120845,0.0925949999999999,-0.0161442,-0.120845,0.0925949999999999,0.942,0.917761779106165,0.960816131202812
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Medium","Progression Interaction","Full Model",0,0.0006936,-0.11524,0.1068575,0.0006936,-0.11524,0.1068575,0.938,0.913147402520899,0.957488938703615
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Small","Onset","$x_1$-only Model",0.2,0.1985214,0.1543475,0.2442,-0.00147860000000001,-0.0456525,0.0442,0.966,0.946119649263923,0.980071399953794
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Small","Onset","Full Model",0.2,0.1993034,0.1514925,0.248735,-0.000696600000000011,-0.0485075,0.048735,0.95,0.927072378349521,0.96738481985067
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Small","Progression","$x_1$-only Model",0.2,0.1945256,0.095065,0.2845,-0.00547440000000001,-0.104935,0.0845,0.954,0.931774572118762,0.970619824607597
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Small","Progression","Full Model",0.2,0.1979278,0.1024,0.2977975,-0.00207220000000001,-0.0976,0.0977974999999999,0.944,0.92007869939564,0.962469555524978
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Small","Progression Interaction","$x_1$-only Model",0,-0.003996,-0.11355,0.107815,-0.003996,-0.11355,0.107815,0.948,0.924733628969378,0.965754301917232
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Small","Progression Interaction","Full Model",0,-0.001374,-0.1063175,0.1159175,-0.001374,-0.1063175,0.1159175,0.946,0.922402531505063,0.964115740278066
"N(0,1)","N(0,1)","STSS DGP","STSS PAM",NA,"Onset","$x_1$-only Model",1,0.634168333333333,0.4300475,0.80921,-0.132498333333333,-0.26831,-0.00123750000000007,0.232666666666667,0.211490772617115,0.254894363560309
"N(0,1)","N(0,1)","STSS DGP","STSS PAM",NA,"Onset","Full Model",1,0.7665444,0.4629425,1.0398,-0.000122266666666682,-0.0518525,0.0512099999999999,0.952666666666667,0.94066751261291,0.962850164173248
"N(0,1)","N(0,1)","STSS DGP","STSS PAM",NA,"Progression","$x_1$-only Model",1,0.526988266666667,0.3622475,0.670305,-0.2396784,-0.4653,-0.00144250000000005,0.224,0.203124647967889,0.245961543748859
"N(0,1)","N(0,1)","STSS DGP","STSS PAM",NA,"Progression","Full Model",1,0.765859666666667,0.436085,1.0791725,-0.000807000000000016,-0.090815,0.0947724999999999,0.953333333333333,0.9414045594734,0.963443309946381
"N(0,1)","N(0,1)","STSS DGP","STSS PAM",NA,"Progression Interaction","$x_1$-only Model",0,-0.107179333333333,-0.25312,0.0393575,-0.107179333333333,-0.25312,0.0393575,0.436,0.410718010236006,0.461533050999361
"N(0,1)","N(0,1)","STSS DGP","STSS PAM",NA,"Progression Interaction","Full Model",0,-0.000683866666666667,-0.109125,0.107705,-0.000683866666666667,-0.109125,0.107705,0.948,0.935523742995106,0.958682293207839
